CustomerID	AccountNumber	CustomerType	ProductID	ProductName	SalesOrderID	OrderDate
401	AW00000401	S	709	Mountain Bike Socks, M	43914	2001-08-01 00:00:00
422	AW00000422	S	710	Mountain Bike Socks, L	46088	2002-05-01 00:00:00
422	AW00000422	S	709	Mountain Bike Socks, M	46088	2002-05-01 00:00:00
422	AW00000422	S	709	Mountain Bike Socks, M	45327	2002-02-01 00:00:00
422	AW00000422	S	710	Mountain Bike Socks, L	44549	2001-11-01 00:00:00
422	AW00000422	S	709	Mountain Bike Socks, M	44549	2001-11-01 00:00:00
422	AW00000422	S	710	Mountain Bike Socks, L	43900	2001-08-01 00:00:00
422	AW00000422	S	709	Mountain Bike Socks, M	43900	2001-08-01 00:00:00
439	AW00000439	S	709	Mountain Bike Socks, M	44080	2001-09-01 00:00:00
442	AW00000442	S	709	Mountain Bike Socks, M	45038	2002-01-01 00:00:00
453	AW00000453	S	709	Mountain Bike Socks, M	46353	2002-06-01 00:00:00
453	AW00000453	S	709	Mountain Bike Socks, M	45547	2002-03-01 00:00:00
453	AW00000453	S	710	Mountain Bike Socks, L	44767	2001-12-01 00:00:00
453	AW00000453	S	709	Mountain Bike Socks, M	44767	2001-12-01 00:00:00
453	AW00000453	S	710	Mountain Bike Socks, L	44105	2001-09-01 00:00:00
469	AW00000469	S	709	Mountain Bike Socks, M	46077	2002-05-01 00:00:00
469	AW00000469	S	709	Mountain Bike Socks, M	44540	2001-11-01 00:00:00
485	AW00000485	S	709	Mountain Bike Socks, M	45814	2002-04-01 00:00:00
485	AW00000485	S	709	Mountain Bike Socks, M	45075	2002-01-01 00:00:00
485	AW00000485	S	709	Mountain Bike Socks, M	44318	2001-10-01 00:00:00
485	AW00000485	S	709	Mountain Bike Socks, M	43693	2001-07-01 00:00:00
492	AW00000492	S	709	Mountain Bike Socks, M	46069	2002-05-01 00:00:00
492	AW00000492	S	709	Mountain Bike Socks, M	45311	2002-02-01 00:00:00
492	AW00000492	S	709	Mountain Bike Socks, M	44481	2001-11-01 00:00:00
492	AW00000492	S	710	Mountain Bike Socks, L	43885	2001-08-01 00:00:00
492	AW00000492	S	709	Mountain Bike Socks, M	43885	2001-08-01 00:00:00
498	AW00000498	S	709	Mountain Bike Socks, M	45546	2002-03-01 00:00:00
498	AW00000498	S	709	Mountain Bike Socks, M	44766	2001-12-01 00:00:00
498	AW00000498	S	710	Mountain Bike Socks, L	44766	2001-12-01 00:00:00
504	AW00000504	S	709	Mountain Bike Socks, M	45787	2002-04-01 00:00:00
504	AW00000504	S	710	Mountain Bike Socks, L	45787	2002-04-01 00:00:00
504	AW00000504	S	709	Mountain Bike Socks, M	45048	2002-01-01 00:00:00
504	AW00000504	S	709	Mountain Bike Socks, M	44289	2001-10-01 00:00:00
504	AW00000504	S	710	Mountain Bike Socks, L	43670	2001-07-01 00:00:00
504	AW00000504	S	709	Mountain Bike Socks, M	43670	2001-07-01 00:00:00
506	AW00000506	S	709	Mountain Bike Socks, M	45064	2002-01-01 00:00:00
506	AW00000506	S	709	Mountain Bike Socks, M	44308	2001-10-01 00:00:00
506	AW00000506	S	709	Mountain Bike Socks, M	43683	2001-07-01 00:00:00
559	AW00000559	S	709	Mountain Bike Socks, M	45320	2002-02-01 00:00:00
559	AW00000559	S	709	Mountain Bike Socks, M	44541	2001-11-01 00:00:00
559	AW00000559	S	710	Mountain Bike Socks, L	43894	2001-08-01 00:00:00
559	AW00000559	S	709	Mountain Bike Socks, M	43894	2001-08-01 00:00:00
566	AW00000566	S	709	Mountain Bike Socks, M	46090	2002-05-01 00:00:00
566	AW00000566	S	709	Mountain Bike Socks, M	45329	2002-02-01 00:00:00
566	AW00000566	S	709	Mountain Bike Socks, M	43902	2001-08-01 00:00:00
567	AW00000567	S	709	Mountain Bike Socks, M	46345	2002-06-01 00:00:00
567	AW00000567	S	709	Mountain Bike Socks, M	45540	2002-03-01 00:00:00
567	AW00000567	S	709	Mountain Bike Socks, M	44761	2001-12-01 00:00:00
567	AW00000567	S	709	Mountain Bike Socks, M	44098	2001-09-01 00:00:00
576	AW00000576	S	709	Mountain Bike Socks, M	46386	2002-06-01 00:00:00
576	AW00000576	S	709	Mountain Bike Socks, M	45573	2002-03-01 00:00:00
576	AW00000576	S	709	Mountain Bike Socks, M	44131	2001-09-01 00:00:00
581	AW00000581	S	709	Mountain Bike Socks, M	45534	2002-03-01 00:00:00
581	AW00000581	S	709	Mountain Bike Socks, M	44757	2001-12-01 00:00:00
588	AW00000588	S	709	Mountain Bike Socks, M	46360	2002-06-01 00:00:00
588	AW00000588	S	709	Mountain Bike Socks, M	45553	2002-03-01 00:00:00
588	AW00000588	S	709	Mountain Bike Socks, M	44774	2001-12-01 00:00:00
602	AW00000602	S	709	Mountain Bike Socks, M	45574	2002-03-01 00:00:00
602	AW00000602	S	709	Mountain Bike Socks, M	44799	2001-12-01 00:00:00
602	AW00000602	S	709	Mountain Bike Socks, M	44130	2001-09-01 00:00:00
608	AW00000608	S	709	Mountain Bike Socks, M	46380	2002-06-01 00:00:00
608	AW00000608	S	709	Mountain Bike Socks, M	44795	2001-12-01 00:00:00
608	AW00000608	S	709	Mountain Bike Socks, M	44127	2001-09-01 00:00:00
623	AW00000623	S	709	Mountain Bike Socks, M	46067	2002-05-01 00:00:00
623	AW00000623	S	709	Mountain Bike Socks, M	45308	2002-02-01 00:00:00
623	AW00000623	S	709	Mountain Bike Socks, M	44530	2001-11-01 00:00:00
623	AW00000623	S	709	Mountain Bike Socks, M	43884	2001-08-01 00:00:00
646	AW00000646	S	709	Mountain Bike Socks, M	45785	2002-04-01 00:00:00
646	AW00000646	S	710	Mountain Bike Socks, L	45785	2002-04-01 00:00:00
646	AW00000646	S	709	Mountain Bike Socks, M	45045	2002-01-01 00:00:00
646	AW00000646	S	709	Mountain Bike Socks, M	44287	2001-10-01 00:00:00
646	AW00000646	S	710	Mountain Bike Socks, L	43667	2001-07-01 00:00:00
648	AW00000648	S	709	Mountain Bike Socks, M	45560	2002-03-01 00:00:00
648	AW00000648	S	709	Mountain Bike Socks, M	44783	2001-12-01 00:00:00
648	AW00000648	S	710	Mountain Bike Socks, L	44783	2001-12-01 00:00:00
648	AW00000648	S	709	Mountain Bike Socks, M	44119	2001-09-01 00:00:00
650	AW00000650	S	709	Mountain Bike Socks, M	46051	2002-05-01 00:00:00
661	AW00000661	S	710	Mountain Bike Socks, L	44539	2001-11-01 00:00:00
676	AW00000676	S	709	Mountain Bike Socks, M	45779	2002-04-01 00:00:00
676	AW00000676	S	709	Mountain Bike Socks, M	45061	2002-01-01 00:00:00
676	AW00000676	S	709	Mountain Bike Socks, M	44305	2001-10-01 00:00:00
676	AW00000676	S	710	Mountain Bike Socks, L	44305	2001-10-01 00:00:00
676	AW00000676	S	709	Mountain Bike Socks, M	43659	2001-07-01 00:00:00
678	AW00000678	S	709	Mountain Bike Socks, M	46334	2002-06-01 00:00:00
678	AW00000678	S	709	Mountain Bike Socks, M	45529	2002-03-01 00:00:00
678	AW00000678	S	709	Mountain Bike Socks, M	44750	2001-12-01 00:00:00
678	AW00000678	S	709	Mountain Bike Socks, M	44086	2001-09-01 00:00:00
697	AW00000697	S	709	Mountain Bike Socks, M	46032	2002-05-01 00:00:00
697	AW00000697	S	709	Mountain Bike Socks, M	44492	2001-11-01 00:00:00
697	AW00000697	S	710	Mountain Bike Socks, L	44492	2001-11-01 00:00:00
