CustomerID	AccountNumber	CustomerType	OrderCount
136	AW00000136	S	4
137	AW00000137	S	5
138	AW00000138	S	4
139	AW00000139	S	8
141	AW00000141	S	4
142	AW00000142	S	4
143	AW00000143	S	9
144	AW00000144	S	4
145	AW00000145	S	4
146	AW00000146	S	12
147	AW00000147	S	4
148	AW00000148	S	5
149	AW00000149	S	8
150	AW00000150	S	3
151	AW00000151	S	7
152	AW00000152	S	6
153	AW00000153	S	1
154	AW00000154	S	4
155	AW00000155	S	12
156	AW00000156	S	12
157	AW00000157	S	6
159	AW00000159	S	4
160	AW00000160	S	7
161	AW00000161	S	8
162	AW00000162	S	5
163	AW00000163	S	4
164	AW00000164	S	7
165	AW00000165	S	8
166	AW00000166	S	12
167	AW00000167	S	12
168	AW00000168	S	3
169	AW00000169	S	4
170	AW00000170	S	12
171	AW00000171	S	4
172	AW00000172	S	6
173	AW00000173	S	12
175	AW00000175	S	8
176	AW00000176	S	4
177	AW00000177	S	4
178	AW00000178	S	4
179	AW00000179	S	4
180	AW00000180	S	4
181	AW00000181	S	4
182	AW00000182	S	4
183	AW00000183	S	8
184	AW00000184	S	4
185	AW00000185	S	1
186	AW00000186	S	4
187	AW00000187	S	12
190	AW00000190	S	4
191	AW00000191	S	9
193	AW00000193	S	4
195	AW00000195	S	4
196	AW00000196	S	4
197	AW00000197	S	8
198	AW00000198	S	8
199	AW00000199	S	4
200	AW00000200	S	8
201	AW00000201	S	4
202	AW00000202	S	3
203	AW00000203	S	8
205	AW00000205	S	4
206	AW00000206	S	12
207	AW00000207	S	8
208	AW00000208	S	8
210	AW00000210	S	12
211	AW00000211	S	4
212	AW00000212	S	4
213	AW00000213	S	4
214	AW00000214	S	6
215	AW00000215	S	1
216	AW00000216	S	12
217	AW00000217	S	7
218	AW00000218	S	8
219	AW00000219	S	1
220	AW00000220	S	4
221	AW00000221	S	12
222	AW00000222	S	5
223	AW00000223	S	4
224	AW00000224	S	4
225	AW00000225	S	4
226	AW00000226	S	4
227	AW00000227	S	12
228	AW00000228	S	4
229	AW00000229	S	6
230	AW00000230	S	4
231	AW00000231	S	4
232	AW00000232	S	4
233	AW00000233	S	8
234	AW00000234	S	4
235	AW00000235	S	8
236	AW00000236	S	8
237	AW00000237	S	8
238	AW00000238	S	6
239	AW00000239	S	4
240	AW00000240	S	4
241	AW00000241	S	4
242	AW00000242	S	5
243	AW00000243	S	1
244	AW00000244	S	1
245	AW00000245	S	8
246	AW00000246	S	2
247	AW00000247	S	8
248	AW00000248	S	2
249	AW00000249	S	4
250	AW00000250	S	4
251	AW00000251	S	4
252	AW00000252	S	9
253	AW00000253	S	7
254	AW00000254	S	8
255	AW00000255	S	12
256	AW00000256	S	6
257	AW00000257	S	8
258	AW00000258	S	8
259	AW00000259	S	12
260	AW00000260	S	4
262	AW00000262	S	7
263	AW00000263	S	4
264	AW00000264	S	4
265	AW00000265	S	4
266	AW00000266	S	4
267	AW00000267	S	4
268	AW00000268	S	3
269	AW00000269	S	7
270	AW00000270	S	8
271	AW00000271	S	3
272	AW00000272	S	10
273	AW00000273	S	4
274	AW00000274	S	3
275	AW00000275	S	3
276	AW00000276	S	4
277	AW00000277	S	8
278	AW00000278	S	4
279	AW00000279	S	4
280	AW00000280	S	8
281	AW00000281	S	4
282	AW00000282	S	4
283	AW00000283	S	4
284	AW00000284	S	4
285	AW00000285	S	3
286	AW00000286	S	8
287	AW00000287	S	5
288	AW00000288	S	3
289	AW00000289	S	12
290	AW00000290	S	8
291	AW00000291	S	8
292	AW00000292	S	12
293	AW00000293	S	12
295	AW00000295	S	4
296	AW00000296	S	7
297	AW00000297	S	4
299	AW00000299	S	8
300	AW00000300	S	4
301	AW00000301	S	8
302	AW00000302	S	4
303	AW00000303	S	4
304	AW00000304	S	2
305	AW00000305	S	4
306	AW00000306	S	8
307	AW00000307	S	4
308	AW00000308	S	4
309	AW00000309	S	12
310	AW00000310	S	7
311	AW00000311	S	8
312	AW00000312	S	12
313	AW00000313	S	11
314	AW00000314	S	1
315	AW00000315	S	8
316	AW00000316	S	4
317	AW00000317	S	12
318	AW00000318	S	4
319	AW00000319	S	4
320	AW00000320	S	4
321	AW00000321	S	3
322	AW00000322	S	8
323	AW00000323	S	7
325	AW00000325	S	8
326	AW00000326	S	6
327	AW00000327	S	8
328	AW00000328	S	12
330	AW00000330	S	7
331	AW00000331	S	4
334	AW00000334	S	8
335	AW00000335	S	9
336	AW00000336	S	12
337	AW00000337	S	8
338	AW00000338	S	1
339	AW00000339	S	1
340	AW00000340	S	8
342	AW00000342	S	4
343	AW00000343	S	8
344	AW00000344	S	10
345	AW00000345	S	8
346	AW00000346	S	4
348	AW00000348	S	11
349	AW00000349	S	4
350	AW00000350	S	1
351	AW00000351	S	4
352	AW00000352	S	8
353	AW00000353	S	12
354	AW00000354	S	8
355	AW00000355	S	8
357	AW00000357	S	4
358	AW00000358	S	3
359	AW00000359	S	7
360	AW00000360	S	4
361	AW00000361	S	4
363	AW00000363	S	4
364	AW00000364	S	4
365	AW00000365	S	4
366	AW00000366	S	4
368	AW00000368	S	12
369	AW00000369	S	5
370	AW00000370	S	2
372	AW00000372	S	3
376	AW00000376	S	8
377	AW00000377	S	8
378	AW00000378	S	4
379	AW00000379	S	7
380	AW00000380	S	8
381	AW00000381	S	8
382	AW00000382	S	5
383	AW00000383	S	8
384	AW00000384	S	4
385	AW00000385	S	12
386	AW00000386	S	5
387	AW00000387	S	5
388	AW00000388	S	2
389	AW00000389	S	8
390	AW00000390	S	8
391	AW00000391	S	4
392	AW00000392	S	7
393	AW00000393	S	4
395	AW00000395	S	3
396	AW00000396	S	8
397	AW00000397	S	4
398	AW00000398	S	6
399	AW00000399	S	4
400	AW00000400	S	4
401	AW00000401	S	12
403	AW00000403	S	8
404	AW00000404	S	8
406	AW00000406	S	2
407	AW00000407	S	4
408	AW00000408	S	4
410	AW00000410	S	4
411	AW00000411	S	3
412	AW00000412	S	5
414	AW00000414	S	8
417	AW00000417	S	7
418	AW00000418	S	12
420	AW00000420	S	4
421	AW00000421	S	4
422	AW00000422	S	12
423	AW00000423	S	6
424	AW00000424	S	8
425	AW00000425	S	8
426	AW00000426	S	8
427	AW00000427	S	2
428	AW00000428	S	4
429	AW00000429	S	4
430	AW00000430	S	8
431	AW00000431	S	12
432	AW00000432	S	12
433	AW00000433	S	12
434	AW00000434	S	1
435	AW00000435	S	8
436	AW00000436	S	8
437	AW00000437	S	8
438	AW00000438	S	11
439	AW00000439	S	2
440	AW00000440	S	8
441	AW00000441	S	4
442	AW00000442	S	12
443	AW00000443	S	4
444	AW00000444	S	8
445	AW00000445	S	4
446	AW00000446	S	4
448	AW00000448	S	4
449	AW00000449	S	8
451	AW00000451	S	4
453	AW00000453	S	4
454	AW00000454	S	4
456	AW00000456	S	1
457	AW00000457	S	4
458	AW00000458	S	8
459	AW00000459	S	1
460	AW00000460	S	8
461	AW00000461	S	4
462	AW00000462	S	2
464	AW00000464	S	4
466	AW00000466	S	3
467	AW00000467	S	1
468	AW00000468	S	3
469	AW00000469	S	4
470	AW00000470	S	3
471	AW00000471	S	8
472	AW00000472	S	4
473	AW00000473	S	12
474	AW00000474	S	1
475	AW00000475	S	8
476	AW00000476	S	8
477	AW00000477	S	4
478	AW00000478	S	11
479	AW00000479	S	8
480	AW00000480	S	12
481	AW00000481	S	8
482	AW00000482	S	4
483	AW00000483	S	3
484	AW00000484	S	4
485	AW00000485	S	4
486	AW00000486	S	4
487	AW00000487	S	4
488	AW00000488	S	3
489	AW00000489	S	4
490	AW00000490	S	8
491	AW00000491	S	12
492	AW00000492	S	12
493	AW00000493	S	7
494	AW00000494	S	7
495	AW00000495	S	6
496	AW00000496	S	8
497	AW00000497	S	8
498	AW00000498	S	4
499	AW00000499	S	8
501	AW00000501	S	1
502	AW00000502	S	8
503	AW00000503	S	8
504	AW00000504	S	4
505	AW00000505	S	4
506	AW00000506	S	12
509	AW00000509	S	4
510	AW00000510	S	8
511	AW00000511	S	4
512	AW00000512	S	4
513	AW00000513	S	4
514	AW00000514	S	12
516	AW00000516	S	1
518	AW00000518	S	3
519	AW00000519	S	4
520	AW00000520	S	4
521	AW00000521	S	1
522	AW00000522	S	4
523	AW00000523	S	8
524	AW00000524	S	1
525	AW00000525	S	3
527	AW00000527	S	12
528	AW00000528	S	7
529	AW00000529	S	8
530	AW00000530	S	8
531	AW00000531	S	11
532	AW00000532	S	4
533	AW00000533	S	8
534	AW00000534	S	2
535	AW00000535	S	8
536	AW00000536	S	4
538	AW00000538	S	8
539	AW00000539	S	4
540	AW00000540	S	8
541	AW00000541	S	10
542	AW00000542	S	9
543	AW00000543	S	5
544	AW00000544	S	6
545	AW00000545	S	3
546	AW00000546	S	8
548	AW00000548	S	4
549	AW00000549	S	4
550	AW00000550	S	8
551	AW00000551	S	9
552	AW00000552	S	4
553	AW00000553	S	3
554	AW00000554	S	3
555	AW00000555	S	4
556	AW00000556	S	4
557	AW00000557	S	4
558	AW00000558	S	12
559	AW00000559	S	7
560	AW00000560	S	4
561	AW00000561	S	10
562	AW00000562	S	4
563	AW00000563	S	4
564	AW00000564	S	1
566	AW00000566	S	8
567	AW00000567	S	4
568	AW00000568	S	3
569	AW00000569	S	4
570	AW00000570	S	7
571	AW00000571	S	8
572	AW00000572	S	8
573	AW00000573	S	4
574	AW00000574	S	5
575	AW00000575	S	8
576	AW00000576	S	11
577	AW00000577	S	3
578	AW00000578	S	9
579	AW00000579	S	12
580	AW00000580	S	2
581	AW00000581	S	4
582	AW00000582	S	4
583	AW00000583	S	4
584	AW00000584	S	4
585	AW00000585	S	7
586	AW00000586	S	8
587	AW00000587	S	5
588	AW00000588	S	8
590	AW00000590	S	1
591	AW00000591	S	4
592	AW00000592	S	8
593	AW00000593	S	3
594	AW00000594	S	8
595	AW00000595	S	4
596	AW00000596	S	8
597	AW00000597	S	4
598	AW00000598	S	2
599	AW00000599	S	4
601	AW00000601	S	4
602	AW00000602	S	9
603	AW00000603	S	7
604	AW00000604	S	4
605	AW00000605	S	4
606	AW00000606	S	3
607	AW00000607	S	4
608	AW00000608	S	8
609	AW00000609	S	6
610	AW00000610	S	3
611	AW00000611	S	4
612	AW00000612	S	12
613	AW00000613	S	8
614	AW00000614	S	4
615	AW00000615	S	6
616	AW00000616	S	4
617	AW00000617	S	1
618	AW00000618	S	12
621	AW00000621	S	4
622	AW00000622	S	8
623	AW00000623	S	4
624	AW00000624	S	10
625	AW00000625	S	2
626	AW00000626	S	1
627	AW00000627	S	4
628	AW00000628	S	2
629	AW00000629	S	4
630	AW00000630	S	3
631	AW00000631	S	6
632	AW00000632	S	4
633	AW00000633	S	4
634	AW00000634	S	4
635	AW00000635	S	4
636	AW00000636	S	7
637	AW00000637	S	6
638	AW00000638	S	8
639	AW00000639	S	8
640	AW00000640	S	4
641	AW00000641	S	4
642	AW00000642	S	4
643	AW00000643	S	7
644	AW00000644	S	8
645	AW00000645	S	7
646	AW00000646	S	5
647	AW00000647	S	8
648	AW00000648	S	12
649	AW00000649	S	8
650	AW00000650	S	12
651	AW00000651	S	4
652	AW00000652	S	4
653	AW00000653	S	4
654	AW00000654	S	2
655	AW00000655	S	1
656	AW00000656	S	4
659	AW00000659	S	2
660	AW00000660	S	8
661	AW00000661	S	10
662	AW00000662	S	4
663	AW00000663	S	4
664	AW00000664	S	4
665	AW00000665	S	4
666	AW00000666	S	8
667	AW00000667	S	8
668	AW00000668	S	8
669	AW00000669	S	7
670	AW00000670	S	12
672	AW00000672	S	4
673	AW00000673	S	7
674	AW00000674	S	11
675	AW00000675	S	12
676	AW00000676	S	12
677	AW00000677	S	8
678	AW00000678	S	12
679	AW00000679	S	9
680	AW00000680	S	4
681	AW00000681	S	4
682	AW00000682	S	4
683	AW00000683	S	8
684	AW00000684	S	12
685	AW00000685	S	8
686	AW00000686	S	8
687	AW00000687	S	4
688	AW00000688	S	4
690	AW00000690	S	2
691	AW00000691	S	4
692	AW00000692	S	8
693	AW00000693	S	4
694	AW00000694	S	5
695	AW00000695	S	8
696	AW00000696	S	2
697	AW00000697	S	12
698	AW00000698	S	4
699	AW00000699	S	1
700	AW00000700	S	4
701	AW00000701	S	6
11000	AW00011000	I	3
11001	AW00011001	I	3
11002	AW00011002	I	3
11003	AW00011003	I	3
11004	AW00011004	I	3
11005	AW00011005	I	3
11006	AW00011006	I	3
11007	AW00011007	I	3
11008	AW00011008	I	3
11009	AW00011009	I	3
11010	AW00011010	I	3
11011	AW00011011	I	3
11012	AW00011012	I	2
11013	AW00011013	I	2
11014	AW00011014	I	2
11015	AW00011015	I	1
11016	AW00011016	I	1
11017	AW00011017	I	3
11018	AW00011018	I	3
11019	AW00011019	I	17
11020	AW00011020	I	1
11021	AW00011021	I	1
11022	AW00011022	I	1
11023	AW00011023	I	2
11024	AW00011024	I	2
11025	AW00011025	I	3
11026	AW00011026	I	3
11027	AW00011027	I	3
11028	AW00011028	I	3
11029	AW00011029	I	3
11030	AW00011030	I	3
11031	AW00011031	I	3
11032	AW00011032	I	3
11033	AW00011033	I	3
11034	AW00011034	I	3
11035	AW00011035	I	3
11036	AW00011036	I	1
11037	AW00011037	I	1
11038	AW00011038	I	3
11039	AW00011039	I	3
11040	AW00011040	I	1
11041	AW00011041	I	1
11042	AW00011042	I	2
11043	AW00011043	I	2
11044	AW00011044	I	3
11045	AW00011045	I	2
11046	AW00011046	I	3
11047	AW00011047	I	3
11048	AW00011048	I	3
11049	AW00011049	I	2
11050	AW00011050	I	3
11051	AW00011051	I	2
11052	AW00011052	I	3
11053	AW00011053	I	1
11054	AW00011054	I	3
11055	AW00011055	I	3
11056	AW00011056	I	3
11057	AW00011057	I	3
11058	AW00011058	I	3
11059	AW00011059	I	3
11060	AW00011060	I	3
11061	AW00011061	I	3
11062	AW00011062	I	1
11063	AW00011063	I	1
11064	AW00011064	I	1
11065	AW00011065	I	2
11066	AW00011066	I	2
11067	AW00011067	I	2
11068	AW00011068	I	3
11069	AW00011069	I	3
11070	AW00011070	I	3
11071	AW00011071	I	3
11072	AW00011072	I	3
11073	AW00011073	I	3
11074	AW00011074	I	3
11075	AW00011075	I	3
11076	AW00011076	I	3
11077	AW00011077	I	3
11078	AW00011078	I	17
11079	AW00011079	I	3
11080	AW00011080	I	3
11081	AW00011081	I	2
11082	AW00011082	I	2
11083	AW00011083	I	2
11084	AW00011084	I	2
11085	AW00011085	I	2
11086	AW00011086	I	2
11087	AW00011087	I	2
11088	AW00011088	I	2
11089	AW00011089	I	2
11090	AW00011090	I	3
11091	AW00011091	I	28
11092	AW00011092	I	3
11093	AW00011093	I	3
11094	AW00011094	I	3
11095	AW00011095	I	3
11096	AW00011096	I	3
11097	AW00011097	I	3
11098	AW00011098	I	3
11099	AW00011099	I	3
11100	AW00011100	I	3
11101	AW00011101	I	3
11102	AW00011102	I	3
11103	AW00011103	I	3
11104	AW00011104	I	3
11105	AW00011105	I	3
11106	AW00011106	I	3
11107	AW00011107	I	3
11108	AW00011108	I	3
11109	AW00011109	I	3
11110	AW00011110	I	3
11111	AW00011111	I	3
11112	AW00011112	I	3
11113	AW00011113	I	3
11114	AW00011114	I	3
11115	AW00011115	I	3
11116	AW00011116	I	3
11117	AW00011117	I	3
11118	AW00011118	I	3
11119	AW00011119	I	2
11120	AW00011120	I	3
11121	AW00011121	I	3
11122	AW00011122	I	3
11123	AW00011123	I	3
11124	AW00011124	I	3
11125	AW00011125	I	3
11126	AW00011126	I	3
11127	AW00011127	I	2
11128	AW00011128	I	2
11129	AW00011129	I	2
11130	AW00011130	I	1
11131	AW00011131	I	5
11132	AW00011132	I	1
11133	AW00011133	I	1
11134	AW00011134	I	3
11135	AW00011135	I	1
11136	AW00011136	I	1
11137	AW00011137	I	2
11138	AW00011138	I	2
11139	AW00011139	I	2
11140	AW00011140	I	1
11141	AW00011141	I	2
11142	AW00011142	I	17
11143	AW00011143	I	2
11144	AW00011144	I	1
11145	AW00011145	I	1
11146	AW00011146	I	3
11147	AW00011147	I	3
11148	AW00011148	I	3
11149	AW00011149	I	3
11150	AW00011150	I	3
11151	AW00011151	I	3
11152	AW00011152	I	1
11153	AW00011153	I	2
11154	AW00011154	I	1
11155	AW00011155	I	1
11156	AW00011156	I	1
11157	AW00011157	I	2
11158	AW00011158	I	1
11159	AW00011159	I	2
11160	AW00011160	I	1
11161	AW00011161	I	2
11162	AW00011162	I	1
11163	AW00011163	I	2
11164	AW00011164	I	2
11165	AW00011165	I	2
11166	AW00011166	I	2
11167	AW00011167	I	2
11168	AW00011168	I	2
11169	AW00011169	I	2
11170	AW00011170	I	2
11171	AW00011171	I	3
11172	AW00011172	I	2
11173	AW00011173	I	2
11174	AW00011174	I	2
11175	AW00011175	I	3
11176	AW00011176	I	28
11177	AW00011177	I	2
11178	AW00011178	I	2
11179	AW00011179	I	2
11180	AW00011180	I	2
11181	AW00011181	I	2
11182	AW00011182	I	2
11183	AW00011183	I	2
11184	AW00011184	I	2
11185	AW00011185	I	27
11186	AW00011186	I	2
11187	AW00011187	I	2
11188	AW00011188	I	2
11189	AW00011189	I	2
11190	AW00011190	I	2
11191	AW00011191	I	3
11192	AW00011192	I	2
11193	AW00011193	I	2
11194	AW00011194	I	2
11195	AW00011195	I	2
11196	AW00011196	I	2
11197	AW00011197	I	2
11198	AW00011198	I	2
11199	AW00011199	I	2
11200	AW00011200	I	27
11201	AW00011201	I	2
11202	AW00011202	I	2
11203	AW00011203	I	17
11204	AW00011204	I	2
11205	AW00011205	I	2
11206	AW00011206	I	2
11207	AW00011207	I	2
11208	AW00011208	I	2
11209	AW00011209	I	2
11210	AW00011210	I	2
11211	AW00011211	I	17
11212	AW00011212	I	17
11213	AW00011213	I	2
11214	AW00011214	I	2
11215	AW00011215	I	17
11216	AW00011216	I	2
11217	AW00011217	I	2
11218	AW00011218	I	2
11219	AW00011219	I	2
11220	AW00011220	I	2
11221	AW00011221	I	2
11222	AW00011222	I	2
11223	AW00011223	I	27
11224	AW00011224	I	3
11225	AW00011225	I	2
11226	AW00011226	I	2
11227	AW00011227	I	2
11228	AW00011228	I	2
11229	AW00011229	I	2
11230	AW00011230	I	2
11231	AW00011231	I	2
11232	AW00011232	I	2
11233	AW00011233	I	2
11234	AW00011234	I	2
11235	AW00011235	I	2
11236	AW00011236	I	2
11237	AW00011237	I	4
11238	AW00011238	I	4
11239	AW00011239	I	4
11240	AW00011240	I	4
11241	AW00011241	I	7
11242	AW00011242	I	7
11243	AW00011243	I	4
11244	AW00011244	I	4
11245	AW00011245	I	4
11246	AW00011246	I	4
11247	AW00011247	I	4
11248	AW00011248	I	1
11249	AW00011249	I	4
11250	AW00011250	I	4
11251	AW00011251	I	1
11252	AW00011252	I	3
11253	AW00011253	I	16
11254	AW00011254	I	2
11255	AW00011255	I	2
11256	AW00011256	I	2
11257	AW00011257	I	3
11258	AW00011258	I	2
11259	AW00011259	I	3
11260	AW00011260	I	2
11261	AW00011261	I	3
11262	AW00011262	I	27
11263	AW00011263	I	3
11264	AW00011264	I	2
11265	AW00011265	I	1
11266	AW00011266	I	2
11267	AW00011267	I	2
11268	AW00011268	I	2
11269	AW00011269	I	2
11270	AW00011270	I	2
11271	AW00011271	I	2
11272	AW00011272	I	2
11273	AW00011273	I	2
11274	AW00011274	I	2
11275	AW00011275	I	2
11276	AW00011276	I	27
11277	AW00011277	I	27
11278	AW00011278	I	2
11279	AW00011279	I	2
11280	AW00011280	I	2
11281	AW00011281	I	2
11282	AW00011282	I	2
11283	AW00011283	I	2
11284	AW00011284	I	2
11285	AW00011285	I	2
11286	AW00011286	I	2
11287	AW00011287	I	27
11288	AW00011288	I	2
11289	AW00011289	I	2
11290	AW00011290	I	2
11291	AW00011291	I	2
11292	AW00011292	I	2
11293	AW00011293	I	2
11294	AW00011294	I	2
11295	AW00011295	I	2
11296	AW00011296	I	2
11297	AW00011297	I	2
11298	AW00011298	I	2
11299	AW00011299	I	2
11300	AW00011300	I	27
11301	AW00011301	I	2
11302	AW00011302	I	2
11303	AW00011303	I	2
11304	AW00011304	I	2
11305	AW00011305	I	2
11306	AW00011306	I	2
11307	AW00011307	I	2
11308	AW00011308	I	2
11309	AW00011309	I	2
11310	AW00011310	I	2
11311	AW00011311	I	2
11312	AW00011312	I	2
11313	AW00011313	I	2
11314	AW00011314	I	2
11315	AW00011315	I	2
11316	AW00011316	I	1
11317	AW00011317	I	2
11318	AW00011318	I	2
11319	AW00011319	I	2
11320	AW00011320	I	2
11321	AW00011321	I	2
11322	AW00011322	I	2
11323	AW00011323	I	2
11324	AW00011324	I	2
11325	AW00011325	I	2
11326	AW00011326	I	2
11327	AW00011327	I	2
11328	AW00011328	I	2
11329	AW00011329	I	2
11330	AW00011330	I	27
11331	AW00011331	I	27
11332	AW00011332	I	2
11333	AW00011333	I	3
11334	AW00011334	I	3
11335	AW00011335	I	2
11336	AW00011336	I	2
11337	AW00011337	I	3
11338	AW00011338	I	2
11339	AW00011339	I	2
11340	AW00011340	I	2
11341	AW00011341	I	3
11342	AW00011342	I	1
11343	AW00011343	I	3
11344	AW00011344	I	3
11345	AW00011345	I	2
11346	AW00011346	I	2
11347	AW00011347	I	1
11348	AW00011348	I	1
11349	AW00011349	I	1
11350	AW00011350	I	1
11351	AW00011351	I	3
11352	AW00011352	I	1
11353	AW00011353	I	3
11354	AW00011354	I	1
11355	AW00011355	I	1
11356	AW00011356	I	3
11357	AW00011357	I	3
11358	AW00011358	I	3
11359	AW00011359	I	3
11360	AW00011360	I	3
11361	AW00011361	I	2
11362	AW00011362	I	2
11363	AW00011363	I	3
11364	AW00011364	I	3
11365	AW00011365	I	3
11366	AW00011366	I	2
11367	AW00011367	I	2
11368	AW00011368	I	3
11369	AW00011369	I	2
11370	AW00011370	I	2
11371	AW00011371	I	2
11372	AW00011372	I	3
11373	AW00011373	I	1
11374	AW00011374	I	1
11375	AW00011375	I	1
11376	AW00011376	I	1
11377	AW00011377	I	1
11378	AW00011378	I	2
11379	AW00011379	I	2
11380	AW00011380	I	2
11381	AW00011381	I	3
11382	AW00011382	I	2
11383	AW00011383	I	1
11384	AW00011384	I	1
11385	AW00011385	I	1
11386	AW00011386	I	1
11387	AW00011387	I	3
11388	AW00011388	I	3
11389	AW00011389	I	1
11390	AW00011390	I	1
11391	AW00011391	I	1
11392	AW00011392	I	1
11393	AW00011393	I	1
11394	AW00011394	I	3
11395	AW00011395	I	2
11396	AW00011396	I	1
11397	AW00011397	I	1
11398	AW00011398	I	3
11399	AW00011399	I	1
11400	AW00011400	I	3
11401	AW00011401	I	3
11402	AW00011402	I	3
11403	AW00011403	I	3
11404	AW00011404	I	1
11405	AW00011405	I	1
11406	AW00011406	I	2
11407	AW00011407	I	1
11408	AW00011408	I	1
11409	AW00011409	I	2
11410	AW00011410	I	2
11411	AW00011411	I	1
11412	AW00011412	I	4
11413	AW00011413	I	4
11414	AW00011414	I	4
11415	AW00011415	I	1
11416	AW00011416	I	3
11417	AW00011417	I	7
11418	AW00011418	I	1
11419	AW00011419	I	2
11420	AW00011420	I	7
11421	AW00011421	I	4
11422	AW00011422	I	4
11423	AW00011423	I	4
11424	AW00011424	I	1
11425	AW00011425	I	6
11426	AW00011426	I	1
11427	AW00011427	I	4
11428	AW00011428	I	4
11429	AW00011429	I	6
11430	AW00011430	I	1
11431	AW00011431	I	4
11432	AW00011432	I	6
11433	AW00011433	I	6
11434	AW00011434	I	2
11435	AW00011435	I	1
11436	AW00011436	I	2
11437	AW00011437	I	1
11438	AW00011438	I	1
11439	AW00011439	I	6
11440	AW00011440	I	1
11441	AW00011441	I	1
11442	AW00011442	I	1
11443	AW00011443	I	3
11444	AW00011444	I	3
11445	AW00011445	I	3
11446	AW00011446	I	3
11447	AW00011447	I	3
11448	AW00011448	I	3
11449	AW00011449	I	3
11450	AW00011450	I	3
11451	AW00011451	I	3
11452	AW00011452	I	3
11453	AW00011453	I	3
11454	AW00011454	I	3
11455	AW00011455	I	3
11456	AW00011456	I	3
11457	AW00011457	I	3
11458	AW00011458	I	3
11459	AW00011459	I	3
11460	AW00011460	I	3
11461	AW00011461	I	3
11462	AW00011462	I	3
11463	AW00011463	I	3
11464	AW00011464	I	3
11465	AW00011465	I	3
11466	AW00011466	I	3
11467	AW00011467	I	3
11468	AW00011468	I	3
11469	AW00011469	I	1
11470	AW00011470	I	2
11471	AW00011471	I	1
11472	AW00011472	I	3
11473	AW00011473	I	1
11474	AW00011474	I	1
11475	AW00011475	I	1
11476	AW00011476	I	1
11477	AW00011477	I	1
11478	AW00011478	I	1
11479	AW00011479	I	3
11480	AW00011480	I	3
11481	AW00011481	I	3
11482	AW00011482	I	3
11483	AW00011483	I	3
11484	AW00011484	I	3
11485	AW00011485	I	3
