CustomerID	AccountNumber	CustomerType	SalesOrderID	OrderDate	TotalDue
28138	AW00028138	I	75000	2004-07-28 00:00:00	8.04
11123	AW00011123	I	75001	2004-07-28 00:00:00	114.88
17305	AW00017305	I	75002	2004-07-28 00:00:00	38.66
14321	AW00014321	I	75003	2004-07-28 00:00:00	55.24
11229	AW00011229	I	75004	2004-07-28 00:00:00	43.07
19640	AW00019640	I	75005	2004-07-28 00:00:00	30.69
12945	AW00012945	I	75006	2004-07-28 00:00:00	113.76
26605	AW00026605	I	75007	2004-07-28 00:00:00	30.14
12444	AW00012444	I	75008	2004-07-28 00:00:00	71.79
24635	AW00024635	I	75009	2004-07-28 00:00:00	79.1
22277	AW00022277	I	75010	2004-07-28 00:00:00	33.14
18535	AW00018535	I	75011	2004-07-28 00:00:00	33.14
17391	AW00017391	I	75012	2004-07-28 00:00:00	5.51
18503	AW00018503	I	75013	2004-07-28 00:00:00	137
25177	AW00025177	I	75014	2004-07-28 00:00:00	40.84
14397	AW00014397	I	75015	2004-07-28 00:00:00	44.18
17686	AW00017686	I	75016	2004-07-28 00:00:00	79.5
20551	AW00020551	I	75017	2004-07-28 00:00:00	71.79
18172	AW00018172	I	75018	2004-07-28 00:00:00	41.21
14168	AW00014168	I	75019	2004-07-28 00:00:00	79.5
20169	AW00020169	I	75020	2004-07-28 00:00:00	87.25
24859	AW00024859	I	75021	2004-07-28 00:00:00	44.18
12606	AW00012606	I	75022	2004-07-28 00:00:00	272.33
20947	AW00020947	I	75023	2004-07-28 00:00:00	41.18
22820	AW00022820	I	75024	2004-07-28 00:00:00	32.58
24131	AW00024131	I	75025	2004-07-28 00:00:00	15.45
22394	AW00022394	I	75026	2004-07-28 00:00:00	28.16
24118	AW00024118	I	75027	2004-07-28 00:00:00	8.04
23934	AW00023934	I	75028	2004-07-28 00:00:00	40.08
12088	AW00012088	I	75029	2004-07-28 00:00:00	123.72
16622	AW00016622	I	74969	2004-07-27 00:00:00	77.32
19582	AW00019582	I	74970	2004-07-27 00:00:00	28.16
20257	AW00020257	I	74971	2004-07-27 00:00:00	23.75
14054	AW00014054	I	74972	2004-07-27 00:00:00	77.34
26446	AW00026446	I	74973	2004-07-27 00:00:00	87.27
15758	AW00015758	I	74974	2004-07-27 00:00:00	38.66
11331	AW00011331	I	74975	2004-07-27 00:00:00	43.07
29262	AW00029262	I	74976	2004-07-27 00:00:00	70.13
11502	AW00011502	I	74977	2004-07-27 00:00:00	108.25
11219	AW00011219	I	74978	2004-07-27 00:00:00	2.53
27735	AW00027735	I	74979	2004-07-27 00:00:00	93.88
11642	AW00011642	I	74980	2004-07-27 00:00:00	98.32
26172	AW00026172	I	74981	2004-07-27 00:00:00	30.14
25877	AW00025877	I	74982	2004-07-27 00:00:00	88.37
15251	AW00015251	I	74983	2004-07-27 00:00:00	55.22
27562	AW00027562	I	74984	2004-07-27 00:00:00	104.4
18668	AW00018668	I	74985	2004-07-27 00:00:00	5.51
15361	AW00015361	I	74986	2004-07-27 00:00:00	44.18
20745	AW00020745	I	74987	2004-07-27 00:00:00	71.24
14258	AW00014258	I	74988	2004-07-27 00:00:00	89.46
13875	AW00013875	I	74989	2004-07-27 00:00:00	26.82
16035	AW00016035	I	74990	2004-07-27 00:00:00	51.35
28406	AW00028406	I	74991	2004-07-27 00:00:00	110.6
18003	AW00018003	I	74992	2004-07-27 00:00:00	70.69
22493	AW00022493	I	74993	2004-07-27 00:00:00	5.51
28566	AW00028566	I	74994	2004-07-27 00:00:00	64.61
22538	AW00022538	I	74995	2004-07-27 00:00:00	23.75
26371	AW00026371	I	74996	2004-07-27 00:00:00	37.55
12801	AW00012801	I	74997	2004-07-27 00:00:00	32.58
19086	AW00019086	I	74937	2004-07-26 00:00:00	83.95
25232	AW00025232	I	74938	2004-07-26 00:00:00	14.3
13005	AW00013005	I	74939	2004-07-26 00:00:00	180.1
14557	AW00014557	I	74940	2004-07-26 00:00:00	59.66
11131	AW00011131	I	74941	2004-07-26 00:00:00	55.24
27216	AW00027216	I	74942	2004-07-26 00:00:00	41.96
27383	AW00027383	I	74943	2004-07-26 00:00:00	76.21
28634	AW00028634	I	74944	2004-07-26 00:00:00	140.28
27434	AW00027434	I	74945	2004-07-26 00:00:00	40.08
27480	AW00027480	I	74946	2004-07-26 00:00:00	131.45
24686	AW00024686	I	74947	2004-07-26 00:00:00	42.96
23684	AW00023684	I	74948	2004-07-26 00:00:00	38.65
11823	AW00011823	I	74949	2004-07-26 00:00:00	77.32
21757	AW00021757	I	74950	2004-07-26 00:00:00	82.28
20784	AW00020784	I	74951	2004-07-26 00:00:00	11.04
16506	AW00016506	I	74952	2004-07-26 00:00:00	11.04
12136	AW00012136	I	74953	2004-07-26 00:00:00	55.22
19226	AW00019226	I	74954	2004-07-26 00:00:00	132.58
18070	AW00018070	I	74955	2004-07-26 00:00:00	5.51
17697	AW00017697	I	74956	2004-07-26 00:00:00	5.51
16060	AW00016060	I	74957	2004-07-26 00:00:00	8.04
16245	AW00016245	I	74958	2004-07-26 00:00:00	5.51
14869	AW00014869	I	74959	2004-07-26 00:00:00	60.73
14575	AW00014575	I	74960	2004-07-26 00:00:00	205.5
13731	AW00013731	I	74961	2004-07-26 00:00:00	24.29
16443	AW00016443	I	74962	2004-07-26 00:00:00	68.47
18159	AW00018159	I	74963	2004-07-26 00:00:00	24.29
14962	AW00014962	I	74964	2004-07-26 00:00:00	70.69
27831	AW00027831	I	74965	2004-07-26 00:00:00	30.69
13707	AW00013707	I	74966	2004-07-26 00:00:00	44.19
11786	AW00011786	I	74967	2004-07-26 00:00:00	101.63
13295	AW00013295	I	74968	2004-07-26 00:00:00	79.53
11501	AW00011501	I	74913	2004-07-25 00:00:00	8.78
16492	AW00016492	I	74914	2004-07-25 00:00:00	101.62
21991	AW00021991	I	74915	2004-07-25 00:00:00	134.2
24363	AW00024363	I	74916	2004-07-25 00:00:00	15.45
28782	AW00028782	I	74917	2004-07-25 00:00:00	59.66
12093	AW00012093	I	74918	2004-07-25 00:00:00	9.93
11262	AW00011262	I	74919	2004-07-25 00:00:00	38.66
11506	AW00011506	I	74920	2004-07-25 00:00:00	80.62
29024	AW00029024	I	74921	2004-07-25 00:00:00	34.55
11330	AW00011330	I	74922	2004-07-25 00:00:00	27.61
11276	AW00011276	I	74923	2004-07-25 00:00:00	76.21
25375	AW00025375	I	74924	2004-07-25 00:00:00	36.02
14341	AW00014341	I	74925	2004-07-25 00:00:00	76.21
23702	AW00023702	I	74926	2004-07-25 00:00:00	103.31
23291	AW00023291	I	74927	2004-07-25 00:00:00	47.44
22263	AW00022263	I	74928	2004-07-25 00:00:00	38.65
14504	AW00014504	I	74929	2004-07-25 00:00:00	55.22
18939	AW00018939	I	74930	2004-07-25 00:00:00	77.34
17589	AW00017589	I	74931	2004-07-25 00:00:00	66.28
16922	AW00016922	I	74932	2004-07-25 00:00:00	109.35
21531	AW00021531	I	74933	2004-07-25 00:00:00	62.94
23931	AW00023931	I	74934	2004-07-25 00:00:00	76.21
11209	AW00011209	I	74935	2004-07-25 00:00:00	38.67
16721	AW00016721	I	74936	2004-07-25 00:00:00	118.19
17253	AW00017253	I	74873	2004-07-24 00:00:00	33.14
16635	AW00016635	I	74874	2004-07-24 00:00:00	135.26
16730	AW00016730	I	74875	2004-07-24 00:00:00	79.53
25137	AW00025137	I	74876	2004-07-24 00:00:00	8.04
19752	AW00019752	I	74877	2004-07-24 00:00:00	65.17
17239	AW00017239	I	74878	2004-07-24 00:00:00	59.66
12690	AW00012690	I	74879	2004-07-24 00:00:00	175.7
11188	AW00011188	I	74880	2004-07-24 00:00:00	6.94
28873	AW00028873	I	74881	2004-07-24 00:00:00	44.18
28987	AW00028987	I	74882	2004-07-24 00:00:00	34.55
29219	AW00029219	I	74883	2004-07-24 00:00:00	30.14
28277	AW00028277	I	74884	2004-07-24 00:00:00	5.51
28262	AW00028262	I	74885	2004-07-24 00:00:00	8.04
27741	AW00027741	I	74886	2004-07-24 00:00:00	26.28
11711	AW00011711	I	74887	2004-07-24 00:00:00	5.51
25932	AW00025932	I	74888	2004-07-24 00:00:00	54.68
25004	AW00025004	I	74889	2004-07-24 00:00:00	27.61
25187	AW00025187	I	74890	2004-07-24 00:00:00	79.1
23037	AW00023037	I	74891	2004-07-24 00:00:00	35.67
15826	AW00015826	I	74892	2004-07-24 00:00:00	26.49
20737	AW00020737	I	74893	2004-07-24 00:00:00	142.51
15377	AW00015377	I	74894	2004-07-24 00:00:00	77.34
28025	AW00028025	I	74895	2004-07-24 00:00:00	77.34
18870	AW00018870	I	74896	2004-07-24 00:00:00	77.34
18505	AW00018505	I	74897	2004-07-24 00:00:00	15.45
18797	AW00018797	I	74898	2004-07-24 00:00:00	87.27
16723	AW00016723	I	74899	2004-07-24 00:00:00	8.04
15694	AW00015694	I	74900	2004-07-24 00:00:00	110.6
21083	AW00021083	I	74901	2004-07-24 00:00:00	43.07
18618	AW00018618	I	74902	2004-07-24 00:00:00	35.67
23610	AW00023610	I	74903	2004-07-24 00:00:00	43.07
22802	AW00022802	I	74904	2004-07-24 00:00:00	5.51
29471	AW00029471	I	74905	2004-07-24 00:00:00	26.28
12871	AW00012871	I	74906	2004-07-24 00:00:00	37.55
27328	AW00027328	I	74907	2004-07-24 00:00:00	76.21
11013	AW00011013	I	74908	2004-07-24 00:00:00	82.85
11501	AW00011501	I	74909	2004-07-24 00:00:00	153.02
12776	AW00012776	I	74910	2004-07-24 00:00:00	41.21
16331	AW00016331	I	74911	2004-07-24 00:00:00	33.07
16667	AW00016667	I	74912	2004-07-24 00:00:00	26.82
11137	AW00011137	I	74843	2004-07-23 00:00:00	6.94
13617	AW00013617	I	74844	2004-07-23 00:00:00	27.61
13140	AW00013140	I	74845	2004-07-23 00:00:00	227.91
26374	AW00026374	I	74846	2004-07-23 00:00:00	137
13962	AW00013962	I	74847	2004-07-23 00:00:00	55.24
14057	AW00014057	I	74848	2004-07-23 00:00:00	55.24
16030	AW00016030	I	74849	2004-07-23 00:00:00	40.08
19104	AW00019104	I	74850	2004-07-23 00:00:00	76.21
12034	AW00012034	I	74851	2004-07-23 00:00:00	2.53
17381	AW00017381	I	74852	2004-07-23 00:00:00	175.7
14086	AW00014086	I	74853	2004-07-23 00:00:00	42.96
12008	AW00012008	I	74854	2004-07-23 00:00:00	27.06
11200	AW00011200	I	74855	2004-07-23 00:00:00	2.53
11507	AW00011507	I	74856	2004-07-23 00:00:00	8.04
27538	AW00027538	I	74857	2004-07-23 00:00:00	92.79
26008	AW00026008	I	74858	2004-07-23 00:00:00	54.68
15847	AW00015847	I	74859	2004-07-23 00:00:00	38.65
21617	AW00021617	I	74860	2004-07-23 00:00:00	16.55
15511	AW00015511	I	74861	2004-07-23 00:00:00	16.55
14096	AW00014096	I	74862	2004-07-23 00:00:00	65.15
20466	AW00020466	I	74863	2004-07-23 00:00:00	16.55
18813	AW00018813	I	74864	2004-07-23 00:00:00	142.51
18073	AW00018073	I	74865	2004-07-23 00:00:00	15.45
16768	AW00016768	I	74866	2004-07-23 00:00:00	5.51
15336	AW00015336	I	74867	2004-07-23 00:00:00	8.04
19043	AW00019043	I	74868	2004-07-23 00:00:00	27.61
19377	AW00019377	I	74869	2004-07-23 00:00:00	128.09
24714	AW00024714	I	74870	2004-07-23 00:00:00	75.11
25296	AW00025296	I	74871	2004-07-23 00:00:00	28.16
28435	AW00028435	I	74872	2004-07-23 00:00:00	47.48
20455	AW00020455	I	74811	2004-07-22 00:00:00	26.28
21362	AW00021362	I	74812	2004-07-22 00:00:00	103.84
24593	AW00024593	I	74813	2004-07-22 00:00:00	5.51
11680	AW00011680	I	74814	2004-07-22 00:00:00	59.66
26787	AW00026787	I	74815	2004-07-22 00:00:00	66.82
26613	AW00026613	I	74816	2004-07-22 00:00:00	153.55
18317	AW00018317	I	74817	2004-07-22 00:00:00	26.28
13860	AW00013860	I	74818	2004-07-22 00:00:00	32.03
25763	AW00025763	I	74819	2004-07-22 00:00:00	42.96
18749	AW00018749	I	74820	2004-07-22 00:00:00	106.16
21301	AW00021301	I	74821	2004-07-22 00:00:00	16.55
11520	AW00011520	I	74822	2004-07-22 00:00:00	132.58
18965	AW00018965	I	74823	2004-07-22 00:00:00	137
12097	AW00012097	I	74824	2004-07-22 00:00:00	87.27
27191	AW00027191	I	74825	2004-07-22 00:00:00	32.58
16962	AW00016962	I	74826	2004-07-22 00:00:00	15.45
15383	AW00015383	I	74827	2004-07-22 00:00:00	126.48
17708	AW00017708	I	74828	2004-07-22 00:00:00	103.3
15074	AW00015074	I	74829	2004-07-22 00:00:00	94.46
15113	AW00015113	I	74830	2004-07-22 00:00:00	132.58
17719	AW00017719	I	74831	2004-07-22 00:00:00	43.07
23631	AW00023631	I	74832	2004-07-22 00:00:00	53.01
19491	AW00019491	I	74833	2004-07-22 00:00:00	6.94
20899	AW00020899	I	74834	2004-07-22 00:00:00	6.94
26415	AW00026415	I	74835	2004-07-22 00:00:00	76.21
25678	AW00025678	I	74836	2004-07-22 00:00:00	66.82
28895	AW00028895	I	74837	2004-07-22 00:00:00	15.45
12529	AW00012529	I	74838	2004-07-22 00:00:00	94.46
13211	AW00013211	I	74839	2004-07-22 00:00:00	34.22
16848	AW00016848	I	74840	2004-07-22 00:00:00	34.22
17450	AW00017450	I	74841	2004-07-22 00:00:00	33.07
13604	AW00013604	I	74842	2004-07-22 00:00:00	49.7
11276	AW00011276	I	74784	2004-07-21 00:00:00	8.78
11874	AW00011874	I	74785	2004-07-21 00:00:00	8.78
13669	AW00013669	I	74786	2004-07-21 00:00:00	30.14
19573	AW00019573	I	74787	2004-07-21 00:00:00	26.28
23642	AW00023642	I	74788	2004-07-21 00:00:00	15.45
14056	AW00014056	I	74789	2004-07-21 00:00:00	87.27
17282	AW00017282	I	74790	2004-07-21 00:00:00	69.59
17311	AW00017311	I	74791	2004-07-21 00:00:00	9.93
11692	AW00011692	I	74792	2004-07-21 00:00:00	59.66
11501	AW00011501	I	74793	2004-07-21 00:00:00	135.13
11636	AW00011636	I	74794	2004-07-21 00:00:00	2.53
11458	AW00011458	I	74795	2004-07-21 00:00:00	71.79
27032	AW00027032	I	74796	2004-07-21 00:00:00	8.04
24823	AW00024823	I	74797	2004-07-21 00:00:00	105.6
23467	AW00023467	I	74798	2004-07-21 00:00:00	33.14
12077	AW00012077	I	74799	2004-07-21 00:00:00	33.14
13701	AW00013701	I	74800	2004-07-21 00:00:00	16.55
11740	AW00011740	I	74801	2004-07-21 00:00:00	55.22
18499	AW00018499	I	74802	2004-07-21 00:00:00	5.51
28346	AW00028346	I	74803	2004-07-21 00:00:00	104.4
18920	AW00018920	I	74804	2004-07-21 00:00:00	142.51
21238	AW00021238	I	74805	2004-07-21 00:00:00	8.04
19063	AW00019063	I	74806	2004-07-21 00:00:00	71.79
17881	AW00017881	I	74807	2004-07-21 00:00:00	35.66
15760	AW00015760	I	74808	2004-07-21 00:00:00	41.21
12443	AW00012443	I	74809	2004-07-21 00:00:00	33.07
12334	AW00012334	I	74810	2004-07-21 00:00:00	55.24
15594	AW00015594	I	74754	2004-07-20 00:00:00	34.55
20428	AW00020428	I	74755	2004-07-20 00:00:00	33.14
24479	AW00024479	I	74756	2004-07-20 00:00:00	8.04
25237	AW00025237	I	74757	2004-07-20 00:00:00	130.9
13040	AW00013040	I	74758	2004-07-20 00:00:00	38.66
11212	AW00011212	I	74759	2004-07-20 00:00:00	43.07
28024	AW00028024	I	74760	2004-07-20 00:00:00	215.17
26336	AW00026336	I	74761	2004-07-20 00:00:00	30.14
15197	AW00015197	I	74762	2004-07-20 00:00:00	38.55
24964	AW00024964	I	74763	2004-07-20 00:00:00	134.33
23285	AW00023285	I	74764	2004-07-20 00:00:00	77.32
20688	AW00020688	I	74765	2004-07-20 00:00:00	76.21
20772	AW00020772	I	74766	2004-07-20 00:00:00	80.59
17378	AW00017378	I	74767	2004-07-20 00:00:00	44.18
19872	AW00019872	I	74768	2004-07-20 00:00:00	8.04
15749	AW00015749	I	74769	2004-07-20 00:00:00	8.04
22217	AW00022217	I	74770	2004-07-20 00:00:00	67.9
14977	AW00014977	I	74771	2004-07-20 00:00:00	33.13
21066	AW00021066	I	74772	2004-07-20 00:00:00	145.24
23767	AW00023767	I	74773	2004-07-20 00:00:00	15.45
19915	AW00019915	I	74774	2004-07-20 00:00:00	87.26
14143	AW00014143	I	74775	2004-07-20 00:00:00	47.48
25654	AW00025654	I	74776	2004-07-20 00:00:00	44.18
22682	AW00022682	I	74777	2004-07-20 00:00:00	32.03
11228	AW00011228	I	74778	2004-07-20 00:00:00	82.85
11870	AW00011870	I	74779	2004-07-20 00:00:00	229.04
12961	AW00012961	I	74780	2004-07-20 00:00:00	82.85
13033	AW00013033	I	74781	2004-07-20 00:00:00	50.77
12233	AW00012233	I	74782	2004-07-20 00:00:00	38.66
12551	AW00012551	I	74783	2004-07-20 00:00:00	55.24
13961	AW00013961	I	74719	2004-07-19 00:00:00	96.08
12410	AW00012410	I	74720	2004-07-19 00:00:00	132.6
15437	AW00015437	I	74721	2004-07-19 00:00:00	38.65
18367	AW00018367	I	74722	2004-07-19 00:00:00	23.75
22858	AW00022858	I	74723	2004-07-19 00:00:00	5.51
12696	AW00012696	I	74724	2004-07-19 00:00:00	53.01
19624	AW00019624	I	74725	2004-07-19 00:00:00	98.31
11819	AW00011819	I	74726	2004-07-19 00:00:00	59.66
26460	AW00026460	I	74727	2004-07-19 00:00:00	27.61
11277	AW00011277	I	74728	2004-07-19 00:00:00	35.66
24438	AW00024438	I	74729	2004-07-19 00:00:00	106.16
26236	AW00026236	I	74730	2004-07-19 00:00:00	66.28
22757	AW00022757	I	74731	2004-07-19 00:00:00	104.38
23361	AW00023361	I	74732	2004-07-19 00:00:00	35.67
21296	AW00021296	I	74733	2004-07-19 00:00:00	110.46
19980	AW00019980	I	74734	2004-07-19 00:00:00	104.4
18419	AW00018419	I	74735	2004-07-19 00:00:00	44.18
11869	AW00011869	I	74736	2004-07-19 00:00:00	32.58
16918	AW00016918	I	74737	2004-07-19 00:00:00	71.24
19000	AW00019000	I	74738	2004-07-19 00:00:00	26.82
13738	AW00013738	I	74739	2004-07-19 00:00:00	24.29
13469	AW00013469	I	74740	2004-07-19 00:00:00	79.53
16285	AW00016285	I	74741	2004-07-19 00:00:00	85.02
14986	AW00014986	I	74742	2004-07-19 00:00:00	52.97
15111	AW00015111	I	74743	2004-07-19 00:00:00	87.27
17774	AW00017774	I	74744	2004-07-19 00:00:00	30.14
26844	AW00026844	I	74745	2004-07-19 00:00:00	14.34
28439	AW00028439	I	74746	2004-07-19 00:00:00	66.82
26396	AW00026396	I	74747	2004-07-19 00:00:00	131.45
22706	AW00022706	I	74748	2004-07-19 00:00:00	74
19486	AW00019486	I	74749	2004-07-19 00:00:00	131.45
11190	AW00011190	I	74750	2004-07-19 00:00:00	44.19
12055	AW00012055	I	74751	2004-07-19 00:00:00	49.99
12456	AW00012456	I	74752	2004-07-19 00:00:00	24.29
12943	AW00012943	I	74753	2004-07-19 00:00:00	107.14
15231	AW00015231	I	74690	2004-07-18 00:00:00	34.55
18289	AW00018289	I	74691	2004-07-18 00:00:00	94.46
19268	AW00019268	I	74692	2004-07-18 00:00:00	44.19
22063	AW00022063	I	74693	2004-07-18 00:00:00	87.27
14679	AW00014679	I	74694	2004-07-18 00:00:00	55.24
11308	AW00011308	I	74695	2004-07-18 00:00:00	2.53
28174	AW00028174	I	74696	2004-07-18 00:00:00	44.18
28578	AW00028578	I	74697	2004-07-18 00:00:00	44.18
11711	AW00011711	I	74698	2004-07-18 00:00:00	40.43
11176	AW00011176	I	74699	2004-07-18 00:00:00	42.96
17680	AW00017680	I	74700	2004-07-18 00:00:00	182.57
13289	AW00013289	I	74701	2004-07-18 00:00:00	26.49
22331	AW00022331	I	74702	2004-07-18 00:00:00	16.55
26810	AW00026810	I	74703	2004-07-18 00:00:00	75.06
26100	AW00026100	I	74704	2004-07-18 00:00:00	8.04
16076	AW00016076	I	74705	2004-07-18 00:00:00	8.04
12159	AW00012159	I	74706	2004-07-18 00:00:00	44.18
14856	AW00014856	I	74707	2004-07-18 00:00:00	44.18
14500	AW00014500	I	74708	2004-07-18 00:00:00	71.24
16257	AW00016257	I	74709	2004-07-18 00:00:00	80.62
20902	AW00020902	I	74710	2004-07-18 00:00:00	41.18
21832	AW00021832	I	74711	2004-07-18 00:00:00	44.18
21675	AW00021675	I	74712	2004-07-18 00:00:00	110.46
12803	AW00012803	I	74713	2004-07-18 00:00:00	48.86
16467	AW00016467	I	74714	2004-07-18 00:00:00	8.04
12087	AW00012087	I	74715	2004-07-18 00:00:00	46.72
13578	AW00013578	I	74716	2004-07-18 00:00:00	49.7
12313	AW00012313	I	74717	2004-07-18 00:00:00	48.6
12974	AW00012974	I	74718	2004-07-18 00:00:00	62.95
19583	AW00019583	I	74651	2004-07-17 00:00:00	23.75
18748	AW00018748	I	74652	2004-07-17 00:00:00	66.82
25295	AW00025295	I	74653	2004-07-17 00:00:00	44.18
25907	AW00025907	I	74654	2004-07-17 00:00:00	6.94
24495	AW00024495	I	74655	2004-07-17 00:00:00	16.55
15230	AW00015230	I	74656	2004-07-17 00:00:00	103.84
19581	AW00019581	I	74657	2004-07-17 00:00:00	97.21
11023	AW00011023	I	74658	2004-07-17 00:00:00	6.94
26781	AW00026781	I	74659	2004-07-17 00:00:00	122.06
11277	AW00011277	I	74660	2004-07-17 00:00:00	79.1
14906	AW00014906	I	74661	2004-07-17 00:00:00	50.37
11698	AW00011698	I	74662	2004-07-17 00:00:00	33.14
22779	AW00022779	I	74663	2004-07-17 00:00:00	33.14
22357	AW00022357	I	74664	2004-07-17 00:00:00	55.22
19895	AW00019895	I	74665	2004-07-17 00:00:00	142.51
