CustomerID	AccountNumber	CustomerType	OrderCount	TotalSales
512	AW00000512	S	4	194423.14
422	AW00000422	S	12	193708.59
91	AW00000091	S	4	193258.67
331	AW00000331	S	4	187114.2
266	AW00000266	S	4	186217.07
454	AW00000454	S	4	185859.6
401	AW00000401	S	12	184846.24
611	AW00000611	S	4	184837.33
575	AW00000575	S	8	182730.25
420	AW00000420	S	4	182025.06
363	AW00000363	S	4	181062.71
130	AW00000130	S	4	179831.35
693	AW00000693	S	4	178066.65
40	AW00000040	S	4	175502.16
644	AW00000644	S	8	173228.29
542	AW00000542	S	9	172227.73
281	AW00000281	S	4	169212.22
99	AW00000099	S	11	165815.33
505	AW00000505	S	4	163851.89
73	AW00000073	S	7	162313.29
109	AW00000109	S	4	161109.37
567	AW00000567	S	4	158899.15
667	AW00000667	S	8	158171.48
196	AW00000196	S	4	156957.17
260	AW00000260	S	4	154826.71
27	AW00000027	S	9	154348.99
687	AW00000687	S	4	153764.35
102	AW00000102	S	8	153402.37
145	AW00000145	S	4	153310.58
17	AW00000017	S	12	151331.06
63	AW00000063	S	11	149121.22
87	AW00000087	S	4	148996.51
397	AW00000397	S	4	148837.69
326	AW00000326	S	6	148659.27
199	AW00000199	S	4	148588.05
451	AW00000451	S	4	148098.29
632	AW00000632	S	4	147963.79
672	AW00000672	S	4	147887.68
487	AW00000487	S	4	147784.21
139	AW00000139	S	8	147554.83
163	AW00000163	S	4	147421.75
396	AW00000396	S	8	146256.57
57	AW00000057	S	4	146233.56
393	AW00000393	S	4	145407.74
15	AW00000015	S	4	145380.13
348	AW00000348	S	11	144735.22
653	AW00000653	S	4	144602.58
306	AW00000306	S	8	144109.87
48	AW00000048	S	4	141941.65
484	AW00000484	S	4	141834.27
384	AW00000384	S	4	140874.51
544	AW00000544	S	6	140130.84
624	AW00000624	S	10	138868.3
469	AW00000469	S	4	138840.84
184	AW00000184	S	4	138416.15
584	AW00000584	S	4	137715.85
391	AW00000391	S	4	132838.37
176	AW00000176	S	4	132143.71
252	AW00000252	S	9	131724.32
581	AW00000581	S	4	131600.94
585	AW00000585	S	7	131102.98
127	AW00000127	S	4	130949.09
494	AW00000494	S	7	130597.78
552	AW00000552	S	4	128376.11
179	AW00000179	S	4	126693.24
100	AW00000100	S	4	125793.8
569	AW00000569	S	4	125357.04
540	AW00000540	S	8	124961.23
602	AW00000602	S	9	122360.66
700	AW00000700	S	4	120639.54
368	AW00000368	S	12	120347.32
88	AW00000088	S	4	117491.42
464	AW00000464	S	4	117328.46
482	AW00000482	S	4	116553.24
231	AW00000231	S	4	116300.95
55	AW00000055	S	4	115533.28
267	AW00000267	S	4	115085.64
457	AW00000457	S	4	114294.43
361	AW00000361	S	4	112900.25
582	AW00000582	S	4	112888.67
297	AW00000297	S	4	112651.99
627	AW00000627	S	4	112448.43
66	AW00000066	S	4	112263.73
20	AW00000020	S	12	109764.07
559	AW00000559	S	7	109074.76
216	AW00000216	S	12	107591.67
131	AW00000131	S	4	107115.33
691	AW00000691	S	4	106971.43
249	AW00000249	S	4	106761.09
682	AW00000682	S	4	105590.13
688	AW00000688	S	4	105520.88
103	AW00000103	S	4	105389.11
34	AW00000034	S	4	103282.82
282	AW00000282	S	4	102230.41
191	AW00000191	S	9	101871.23
647	AW00000647	S	8	101203.58
612	AW00000612	S	12	101000.42
438	AW00000438	S	11	100495.45
121	AW00000121	S	7	99968.71
264	AW00000264	S	4	98367.42
556	AW00000556	S	4	97173.42
289	AW00000289	S	12	95321.7
509	AW00000509	S	4	95228.22
23	AW00000023	S	8	94534.84
143	AW00000143	S	9	94374
47	AW00000047	S	12	94372.2
64	AW00000064	S	4	91879.12
161	AW00000161	S	8	90764.21
679	AW00000679	S	9	88724.63
301	AW00000301	S	8	88448.92
240	AW00000240	S	4	88310.82
270	AW00000270	S	8	88245.87
364	AW00000364	S	4	87491.35
485	AW00000485	S	4	87270.15
222	AW00000222	S	5	87201.31
311	AW00000311	S	8	86197.09
5	AW00000005	S	8	86177.85
668	AW00000668	S	8	85647.44
1	AW00000001	S	4	85177.08
273	AW00000273	S	4	83457.11
531	AW00000531	S	11	83359.95
529	AW00000529	S	8	83292.21
431	AW00000431	S	12	82846.24
377	AW00000377	S	8	82135.58
549	AW00000549	S	4	81838.6
453	AW00000453	S	4	81372.23
164	AW00000164	S	7	78538.69
646	AW00000646	S	5	77468.59
423	AW00000423	S	6	76463.87
279	AW00000279	S	4	72698.16
136	AW00000136	S	4	71252.82
36	AW00000036	S	10	70893.85
29	AW00000029	S	4	69150.31
259	AW00000259	S	12	68492.1
522	AW00000522	S	4	68431.08
576	AW00000576	S	11	67941.19
213	AW00000213	S	4	67406.05
62	AW00000062	S	8	66265.51
353	AW00000353	S	12	66193.22
319	AW00000319	S	4	66126.32
156	AW00000156	S	12	65140.39
460	AW00000460	S	8	64700.47
683	AW00000683	S	8	62380.12
389	AW00000389	S	8	61809.13
138	AW00000138	S	4	61696.56
640	AW00000640	S	4	61620.26
93	AW00000093	S	4	61616.52
592	AW00000592	S	8	60927.87
586	AW00000586	S	8	60761.55
480	AW00000480	S	12	60430.28
41	AW00000041	S	8	60119.31
210	AW00000210	S	12	59958.03
444	AW00000444	S	8	59324.5
519	AW00000519	S	4	59063.89
223	AW00000223	S	4	58775.07
492	AW00000492	S	12	58236.07
410	AW00000410	S	4	56130.07
342	AW00000342	S	4	55710.7
292	AW00000292	S	12	54890.57
571	AW00000571	S	8	54633.66
186	AW00000186	S	4	54331.84
207	AW00000207	S	8	53376.39
65	AW00000065	S	8	52301.54
432	AW00000432	S	12	51803.14
180	AW00000180	S	4	51648.48
622	AW00000622	S	8	49617.79
280	AW00000280	S	8	49438.82
11	AW00000011	S	4	48761.86
135	AW00000135	S	4	47318.07
120	AW00000120	S	4	46616.67
335	AW00000335	S	9	45769.58
613	AW00000613	S	8	45502.97
649	AW00000649	S	8	45287.68
286	AW00000286	S	8	44990.01
68	AW00000068	S	8	44976.56
92	AW00000092	S	4	44945.47
183	AW00000183	S	8	44568.81
417	AW00000417	S	7	43911.15
59	AW00000059	S	4	43699.1
144	AW00000144	S	4	42676.97
404	AW00000404	S	8	42650.4
147	AW00000147	S	4	41816.72
107	AW00000107	S	12	41565.95
77	AW00000077	S	8	41195.55
256	AW00000256	S	6	40581.18
380	AW00000380	S	8	40268.9
675	AW00000675	S	12	40221.1
235	AW00000235	S	8	40148.03
283	AW00000283	S	4	39484.32
692	AW00000692	S	8	39171.41
177	AW00000177	S	4	39071.48
473	AW00000473	S	12	38782.5
126	AW00000126	S	11	37289.18
83	AW00000083	S	4	36649.99
686	AW00000686	S	8	35704.75
101	AW00000101	S	8	35248.77
662	AW00000662	S	4	34174.92
661	AW00000661	S	10	34022.17
486	AW00000486	S	4	32646.32
89	AW00000089	S	7	31960.34
313	AW00000313	S	11	31900.1
674	AW00000674	S	11	31751.78
123	AW00000123	S	4	30845.61
86	AW00000086	S	4	30648.09
643	AW00000643	S	7	30353.21
425	AW00000425	S	8	29651.11
277	AW00000277	S	8	29528
477	AW00000477	S	4	29518.97
428	AW00000428	S	4	29218.36
493	AW00000493	S	7	28933.96
365	AW00000365	S	4	28783.54
247	AW00000247	S	8	28485.66
265	AW00000265	S	4	28198.35
563	AW00000563	S	4	28016.7
95	AW00000095	S	4	26844.25
550	AW00000550	S	8	26778.01
634	AW00000634	S	4	26661.63
504	AW00000504	S	4	26558.92
284	AW00000284	S	4	26427.37
98	AW00000098	S	8	25242.53
2	AW00000002	S	8	25199.5
631	AW00000631	S	6	24970.54
604	AW00000604	S	4	24684.15
53	AW00000053	S	4	24342.47
498	AW00000498	S	4	24236.32
695	AW00000695	S	8	23811.26
232	AW00000232	S	4	22606.1
295	AW00000295	S	4	22523.18
114	AW00000114	S	4	22340.76
8	AW00000008	S	4	22181.73
322	AW00000322	S	8	22154.95
237	AW00000237	S	8	22007.82
441	AW00000441	S	4	21860.14
208	AW00000208	S	8	21827.42
22	AW00000022	S	10	21339.31
241	AW00000241	S	4	21287.06
201	AW00000201	S	4	21244.54
296	AW00000296	S	7	20510.74
680	AW00000680	S	4	20417.26
698	AW00000698	S	4	19957.45
511	AW00000511	S	4	19413.99
226	AW00000226	S	4	19151.57
677	AW00000677	S	8	18779.83
607	AW00000607	S	4	18772.68
578	AW00000578	S	9	18521.28
220	AW00000220	S	4	18520.26
165	AW00000165	S	8	18400.59
44	AW00000044	S	4	18055.39
587	AW00000587	S	5	18030.73
407	AW00000407	S	4	18001.72
378	AW00000378	S	4	17623.3
395	AW00000395	S	3	17582.4
171	AW00000171	S	4	17433.2
253	AW00000253	S	7	17320.33
652	AW00000652	S	4	17162.95
269	AW00000269	S	7	16320.42
551	AW00000551	S	9	16225.02
56	AW00000056	S	5	16169.89
572	AW00000572	S	8	16039.93
360	AW00000360	S	4	15973.3
639	AW00000639	S	8	15381.67
541	AW00000541	S	10	15319.22
525	AW00000525	S	3	15007.28
198	AW00000198	S	8	15005.03
513	AW00000513	S	4	14603.12
379	AW00000379	S	7	14378.9
344	AW00000344	S	10	14237.05
25	AW00000025	S	8	14175.72
291	AW00000291	S	8	14042.08
162	AW00000162	S	5	13657.53
172	AW00000172	S	6	13427.69
12301	AW00012301	I	5	13295.38
12132	AW00012132	I	5	13294.27
12308	AW00012308	I	5	13269.27
12131	AW00012131	I	5	13265.99
12300	AW00012300	I	5	13242.7
250	AW00000250	S	4	13219.94
12321	AW00012321	I	5	13215.65
12124	AW00012124	I	5	13195.64
12307	AW00012307	I	5	13173.19
12296	AW00012296	I	5	13164.64
200	AW00000200	S	8	13137.37
11433	AW00011433	I	6	12909.67
386	AW00000386	S	5	12790.08
656	AW00000656	S	4	12728.32
104	AW00000104	S	7	12649.61
9	AW00000009	S	7	12634.98
11439	AW00011439	I	6	12489.17
369	AW00000369	S	5	12343.82
629	AW00000629	S	4	12224.88
399	AW00000399	S	4	12071.31
478	AW00000478	S	11	12056.24
383	AW00000383	S	8	11934.67
583	AW00000583	S	4	11739.88
159	AW00000159	S	4	11676.34
337	AW00000337	S	8	11652.99
11241	AW00011241	I	7	11469.19
528	AW00000528	S	7	11346.88
316	AW00000316	S	4	11277.2
26	AW00000026	S	3	11250.26
11417	AW00011417	I	7	11248.46
11420	AW00011420	I	7	11200.77
543	AW00000543	S	5	11142.6
390	AW00000390	S	8	11138.73
11242	AW00011242	I	7	11068.01
701	AW00000701	S	6	11038.03
300	AW00000300	S	4	11035.82
12655	AW00012655	I	4	10899.62
13263	AW00013263	I	4	10872.06
12323	AW00012323	I	4	10836.9
12333	AW00012333	I	4	10829.22
12650	AW00012650	I	4	10813.63
12631	AW00012631	I	4	10799.52
12632	AW00012632	I	4	10793.27
12332	AW00012332	I	4	10789.53
13405	AW00013405	I	4	10778.61
195	AW00000195	S	4	10749.35
562	AW00000562	S	4	10717.86
275	AW00000275	S	3	10655.43
39	AW00000039	S	8	10598.54
11245	AW00011245	I	4	10580.35
11246	AW00011246	I	4	10575.33
11237	AW00011237	I	4	10566.38
11425	AW00011425	I	6	10528.63
11429	AW00011429	I	6	10468.38
595	AW00000595	S	4	10355.13
307	AW00000307	S	4	10349.13
570	AW00000570	S	7	10237.78
80	AW00000080	S	4	10135.83
190	AW00000190	S	4	10044.09
310	AW00000310	S	7	10016.34
112	AW00000112	S	3	9969.05
11428	AW00011428	I	4	9954.26
11427	AW00011427	I	4	9917.99
11431	AW00011431	I	4	9912.98
11423	AW00011423	I	4	9904.97
11249	AW00011249	I	4	9890.27
11412	AW00011412	I	4	9879.96
14186	AW00014186	I	4	9796.32
11421	AW00011421	I	4	9780.04
13592	AW00013592	I	4	9695.73
13605	AW00013605	I	4	9614.73
141	AW00000141	S	4	9601.97
38	AW00000038	S	4	9530.02
14185	AW00014185	I	4	9523
13575	AW00013575	I	4	9458.18
287	AW00000287	S	5	9457.81
14192	AW00014192	I	4	9451.91
13577	AW00013577	I	4	9450.32
14200	AW00014200	I	4	9421.91
303	AW00000303	S	4	9413.35
13595	AW00013595	I	4	9390.53
11432	AW00011432	I	6	9330.2
271	AW00000271	S	3	9127.82
561	AW00000561	S	10	9078.47
238	AW00000238	S	6	9055.29
471	AW00000471	S	8	8997.82
13257	AW00013257	I	4	8941.28
334	AW00000334	S	8	8917.56
13258	AW00013258	I	4	8886.53
323	AW00000323	S	7	8886.48
557	AW00000557	S	4	8799.13
12128	AW00012128	I	4	8681.11
392	AW00000392	S	7	8644.67
12125	AW00012125	I	4	8595.41
212	AW00000212	S	4	8582.95
12129	AW00012129	I	4	8557.41
495	AW00000495	S	6	8537.44
596	AW00000596	S	8	8477.62
637	AW00000637	S	6	8476.68
13600	AW00013600	I	3	8460.25
14427	AW00014427	I	3	8451.26
15106	AW00015106	I	3	8421.28
429	AW00000429	S	4	8406.47
14775	AW00014775	I	3	8404.28
262	AW00000262	S	7	8399.99
14429	AW00014429	I	3	8394.29
15692	AW00015692	I	3	8392.3
15097	AW00015097	I	3	8377.09
13602	AW00013602	I	3	8376.28
13583	AW00013583	I	3	8375.29
13581	AW00013581	I	3	8374.79
13585	AW00013585	I	3	8368.29
14940	AW00014940	I	3	8367.55
14939	AW00014939	I	3	8367.3
14207	AW00014207	I	3	8361.3
13584	AW00013584	I	3	8361.29
13591	AW00013591	I	3	8355.27
14830	AW00014830	I	3	8346.28
15691	AW00015691	I	3	8341.29
14425	AW00014425	I	3	8332.3
13576	AW00013576	I	3	8330.79
14181	AW00014181	I	3	8326.31
15695	AW00015695	I	3	8324.24
14183	AW00014183	I	3	8321.31
14428	AW00014428	I	3	8321.31
11767	AW00011767	I	3	8319.51
14426	AW00014426	I	3	8319.3
14189	AW00014189	I	3	8317.32
14195	AW00014195	I	3	8316.29
14198	AW00014198	I	3	8308.59
13590	AW00013590	I	3	8306.3
15080	AW00015080	I	3	8305.3
14191	AW00014191	I	3	8301.31
15118	AW00015118	I	3	8301.31
15354	AW00015354	I	3	8297.29
11112	AW00011112	I	3	8295.02
458	AW00000458	S	8	8288.76
11766	AW00011766	I	3	8280.48
12338	AW00012338	I	3	8265
11101	AW00011101	I	3	8262.52
11900	AW00011900	I	3	8257.01
12003	AW00012003	I	3	8256.5
11451	AW00011451	I	3	8249.49
11995	AW00011995	I	3	8249.01
11000	AW00011000	I	3	8248.99
11058	AW00011058	I	3	8248.02
11901	AW00011901	I	3	8248.01
11986	AW00011986	I	3	8245.23
11109	AW00011109	I	3	8245.01
11120	AW00011120	I	3	8242.49
11446	AW00011446	I	3	8237.01
11443	AW00011443	I	3	8235
11762	AW00011762	I	3	8228.01
11456	AW00011456	I	3	8224.46
11054	AW00011054	I	3	8223.02
11894	AW00011894	I	3	8223
11343	AW00011343	I	3	8221.99
11099	AW00011099	I	3	8215.99
11751	AW00011751	I	3	8215.02
11904	AW00011904	I	3	8214.5
12039	AW00012039	I	3	8213
11977	AW00011977	I	3	8212.5
11457	AW00011457	I	3	8211.48
11007	AW00011007	I	3	8211
11056	AW00011056	I	3	8207.5
11918	AW00011918	I	3	8204.99
11080	AW00011080	I	3	8204.02
12010	AW00012010	I	3	8203.5
11897	AW00011897	I	3	8203.02
11004	AW00011004	I	3	8196.01
11147	AW00011147	I	3	8195.5
12009	AW00012009	I	3	8195.5
11072	AW00011072	I	3	8194
11341	AW00011341	I	3	8192
11899	AW00011899	I	3	8189.5
11117	AW00011117	I	3	8184.99
11452	AW00011452	I	3	8183.04
12000	AW00012000	I	3	8183
11103	AW00011103	I	3	8182.5
11093	AW00011093	I	3	8180
11898	AW00011898	I	3	8179.03
11916	AW00011916	I	3	8178.51
11453	AW00011453	I	3	8176.98
11964	AW00011964	I	3	8173.53
11450	AW00011450	I	3	8173.26
11104	AW00011104	I	3	8173.03
11969	AW00011969	I	3	8173.02
11100	AW00011100	I	3	8172.51
11919	AW00011919	I	3	8171.52
11107	AW00011107	I	3	8171.01
11077	AW00011077	I	3	8169.03
11994	AW00011994	I	3	8169.03
11952	AW00011952	I	3	8169
11055	AW00011055	I	3	8168.01
11914	AW00011914	I	3	8165.96
11472	AW00011472	I	3	8165.82
11070	AW00011070	I	3	8165.55
11990	AW00011990	I	3	8164.01
11754	AW00011754	I	3	8163.53
11333	AW00011333	I	3	8163.31
11337	AW00011337	I	3	8162
11394	AW00011394	I	3	8161.97
11381	AW00011381	I	3	8161.02
11076	AW00011076	I	3	8159.04
11465	AW00011465	I	3	8158.04
11095	AW00011095	I	3	8158.01
11491	AW00011491	I	3	8158.01
11920	AW00011920	I	3	8156.32
11905	AW00011905	I	3	8155.98
11334	AW00011334	I	3	8154.02
11060	AW00011060	I	3	8153.02
11967	AW00011967	I	3	8153.02
11906	AW00011906	I	3	8151
11761	AW00011761	I	3	8149.49
11895	AW00011895	I	3	8149.04
11750	AW00011750	I	3	8148.02
12002	AW00012002	I	3	8145.33
11482	AW00011482	I	3	8143.03
11765	AW00011765	I	3	8143.03
11915	AW00011915	I	3	8143
11455	AW00011455	I	3	8142.03
11459	AW00011459	I	3	8141.33
11989	AW00011989	I	3	8139.53
11003	AW00011003	I	3	8139.29
11768	AW00011768	I	3	8139.04
11460	AW00011460	I	3	8137.52
12337	AW00012337	I	3	8137.01
11111	AW00011111	I	3	8137
11444	AW00011444	I	3	8136.02
11907	AW00011907	I	3	8135.33
11011	AW00011011	I	3	8133.04
11448	AW00011448	I	3	8132.01
11052	AW00011052	I	3	8131.32
11993	AW00011993	I	3	8131.32
11449	AW00011449	I	3	8130.32
11061	AW00011061	I	3	8129.02
11124	AW00011124	I	3	8129.02
11764	AW00011764	I	3	8129.02
11464	AW00011464	I	3	8128.51
11991	AW00011991	I	3	8128.02
11489	AW00011489	I	3	8127.51
11108	AW00011108	I	3	8124.04
11893	AW00011893	I	3	8123.03
11992	AW00011992	I	3	8123.03
11005	AW00011005	I	3	8121.33
11917	AW00011917	I	3	8121.33
11344	AW00011344	I	3	8119.81
11006	AW00011006	I	3	8119.03
11892	AW00011892	I	3	8119.03
11896	AW00011896	I	3	8117.97
11462	AW00011462	I	3	8116.33
11002	AW00011002	I	3	8114.04
11398	AW00011398	I	3	8114.04
12004	AW00012004	I	3	8114.04
11910	AW00011910	I	3	8113.03
12001	AW00012001	I	3	8113.01
11092	AW00011092	I	3	8110.02
11903	AW00011903	I	3	8108.04
11008	AW00011008	I	3	8106.31
11909	AW00011909	I	3	8105.31
11069	AW00011069	I	3	8104.05
11097	AW00011097	I	3	8099.03
11445	AW00011445	I	3	8098.03
11105	AW00011105	I	3	8095.99
11912	AW00011912	I	3	8095.32
11110	AW00011110	I	3	8093.03
12302	AW00012302	I	4	8091.89
11009	AW00011009	I	3	8091.33
11488	AW00011488	I	3	8090.33
11454	AW00011454	I	3	8089.04
11461	AW00011461	I	3	8089.04
11010	AW00011010	I	3	8088.04
11057	AW00011057	I	3	8088.04
11151	AW00011151	I	3	8087.31
11976	AW00011976	I	3	8087.31
11106	AW00011106	I	3	8079.05
11908	AW00011908	I	3	8079.05
11968	AW00011968	I	3	8079.05
11353	AW00011353	I	3	8078.02
11447	AW00011447	I	3	8078.02
11756	AW00011756	I	3	8078.02
11988	AW00011988	I	3	8078.02
229	AW00000229	S	6	8075.43
11075	AW00011075	I	3	8068.03
11351	AW00011351	I	3	8068.03
11963	AW00011963	I	3	8068.03
12291	AW00012291	I	4	8067.9
11096	AW00011096	I	3	8063.04
11759	AW00011759	I	3	8054.05
12298	AW00012298	I	4	8053.41
12297	AW00012297	I	4	8022.58
12314	AW00012314	I	4	7997.92
12130	AW00012130	I	4	7987.91
12330	AW00012330	I	4	7933.41
37	AW00000037	S	8	7860.62
13259	AW00013259	I	4	7853.49
7	AW00000007	S	4	7780.34
424	AW00000424	S	8	7777.87
96	AW00000096	S	3	7719.69
124	AW00000124	S	5	7695.7
669	AW00000669	S	7	7644
11240	AW00011240	I	4	7586.23
14	AW00000014	S	8	7557.81
11238	AW00011238	I	4	7542.77
11239	AW00011239	I	4	7511.55
13256	AW00013256	I	4	7494.88
597	AW00000597	S	4	7436.27
13255	AW00013255	I	4	7393.06
12657	AW00012657	I	4	7384.1
16589	AW00016589	I	3	7343.69
555	AW00000555	S	4	7337.6
351	AW00000351	S	4	7300.83
13406	AW00013406	I	4	7300.55
13579	AW00013579	I	4	7295.04
17221	AW00017221	I	3	7292.31
13580	AW00013580	I	4	7285.57
17114	AW00017114	I	3	7275.36
15093	AW00015093	I	3	7265.65
13264	AW00013264	I	4	7265.56
13265	AW00013265	I	4	7259.56
15095	AW00015095	I	3	7255.66
17184	AW00017184	I	3	7253.35
15623	AW00015623	I	3	7246.87
16263	AW00016263	I	3	7243.36
16823	AW00016823	I	3	7242.35
13260	AW00013260	I	4	7239.56
16196	AW00016196	I	3	7237.36
17198	AW00017198	I	3	7233.36
15357	AW00015357	I	3	7232.37
16594	AW00016594	I	3	7231.37
15085	AW00015085	I	3	7229.37
19031	AW00019031	I	3	7226.38
16207	AW00016207	I	3	7226.37
15676	AW00015676	I	3	7224.68
15678	AW00015678	I	3	7223.34
16821	AW00016821	I	3	7221.35
13792	AW00013792	I	3	7216.08
15116	AW00015116	I	3	7212.86
13794	AW00013794	I	3	7212.06
17214	AW00017214	I	3	7211.39
14791	AW00014791	I	3	7210.85
15675	AW00015675	I	3	7206.38
16831	AW00016831	I	3	7206.37
16827	AW00016827	I	3	7205.36
16565	AW00016565	I	3	7203.66
16206	AW00016206	I	3	7203.35
15677	AW00015677	I	3	7200.86
13261	AW00013261	I	4	7200.58
18166	AW00018166	I	3	7200.37
13606	AW00013606	I	4	7195.58
16585	AW00016585	I	3	7192.39
11414	AW00011414	I	4	7191.77
11413	AW00011413	I	4	7189.75
18173	AW00018173	I	3	7189.35
15685	AW00015685	I	3	7188.37
17781	AW00017781	I	3	7187.37
15932	AW00015932	I	3	7186.39
16829	AW00016829	I	3	7185.37
160	AW00000160	S	7	7183.58
16828	AW00016828	I	3	7182.66
17209	AW00017209	I	3	7182.4
16822	AW00016822	I	3	7176.38
17183	AW00017183	I	3	7175.86
11244	AW00011244	I	4	7175.75
13693	AW00013693	I	3	7171.58
16261	AW00016261	I	3	7170.87
15625	AW00015625	I	3	7169.39
11243	AW00011243	I	4	7164.25
16204	AW00016204	I	3	7162.39
13690	AW00013690	I	3	7162.08
16567	AW00016567	I	3	7159.7
13765	AW00013765	I	3	7152.09
13777	AW00013777	I	3	7147.07
16830	AW00016830	I	3	7138.68
13784	AW00013784	I	3	7138.1
11247	AW00011247	I	4	7131.51
16598	AW00016598	I	3	7131.4
11250	AW00011250	I	4	7116.25
15094	AW00015094	I	3	7108.87
12037	AW00012037	I	3	7107.1
14203	AW00014203	I	3	7081.46
11422	AW00011422	I	4	7075.27
11548	AW00011548	I	3	7068.27
15082	AW00015082	I	3	7068.08
16587	AW00016587	I	3	7063.56
11996	AW00011996	I	3	7058.7
